# CRC simbol yang diminta modul vendor Infinity-X 3.12 (vendor_dlkm + vendor_boot), format: crc<TAB>simbol<TAB>contoh-modul
0xfb4b74d4	dev_pm_opp_of_register_em	qcom-cpufreq-hw.ko
0x7d69d0b2	dev_pm_opp_of_remove_table	sdhci-msm.ko
0x3d9baf7f	dev_pm_opp_put	msm_kgsl.ko,qti_devfreq_cdev.ko,sdpm_clk.ko
0x23befc12	dev_pm_opp_put_clkname	sdhci-msm.ko
0x23d39cc2	dev_pm_opp_remove	sdhci-msm-scaling.ko
0xdd07f02a	dev_pm_opp_remove_all_dynamic	qcom-cpufreq-hw.ko
0xd088ccc8	dev_pm_opp_set_clkname	sdhci-msm.ko
0x4382be55	dev_pm_opp_set_rate	sdhci-msm.ko
0x3ef005c1	dev_pm_opp_set_sharing_cpus	qcom-cpufreq-hw.ko
0xd4bf9547	dev_pm_qos_add_notifier	msm_kgsl.ko,qcom_lpm.ko
0x66e2a4b9	dev_pm_qos_add_request	cdsprm.ko,frpc-adsprpc.ko,machine_dlkm.ko...
0xf8bebc9d	dev_pm_qos_remove_notifier	msm_kgsl.ko,qcom_lpm.ko
0xc866d6b8	dev_pm_qos_remove_request	frpc-adsprpc.ko,machine_dlkm.ko,msm-eva.ko...
0xfe313071	dev_pm_qos_update_request	cdsprm.ko,frpc-adsprpc.ko,machine_dlkm.ko...
0xa2ef36e7	dev_printk	goodix_fod.ko
0xa4800538	dev_queue_xmit	rmnet_core.ko,rmnet_perf_tether.ko,rmnet_wlan.ko...
0xb02b15cb	dev_set_name	audio_pkt_dlkm.ko,bt_fm_slim.ko,cfg80211.ko...
0xf38bac94	devfreq_add_device	msm_kgsl.ko,sdhci-msm-scaling.ko
0x273f2dc0	devfreq_add_governor	msm_kgsl.ko
0xb2a916bd	devfreq_cooling_unregister	msm_kgsl.ko
0xdf603074	devfreq_get_devfreq_by_node	qti_devfreq_cdev.ko
0x0b254b19	devfreq_remove_device	msm_kgsl.ko,sdhci-msm-scaling.ko
0xfacf0a52	devfreq_remove_governor	msm_kgsl.ko
0xc613de72	devfreq_resume_device	msm_kgsl.ko,sdhci-msm-scaling.ko
0x2f1b4959	devfreq_suspend_device	msm_kgsl.ko,sdhci-msm-scaling.ko
0x6cd6b72e	device_add	cfg80211.ko,glink_pkt.ko,mhi.ko...
0x8d469b0e	device_add_disk	mtd_blkdevs.ko,zram.ko
0x7861be68	device_add_groups	qcom_glink.ko
0x20f92f09	device_create	audio_pkt_dlkm.ko,audpkt_ion_dlkm.ko,bt_fm_slim.ko...
0xe3aa3619	device_create_file	btpower.ko,dcc_v2.ko,glink_pkt.ko...
0x0053616f	device_create_with_groups	msm_drm.ko,xiaomi_touch.ko
0x68b544a3	device_del	cfg80211.ko,mhi.ko
0xa15d438d	device_destroy	audio_pkt_dlkm.ko,audpkt_ion_dlkm.ko,coresight-tmc.ko...
0xbffabe6e	device_find_child	msm_drm.ko,slimbus.ko
0xcc179d8b	device_for_each_child	arm_smmu.ko,gpr_dlkm.ko,mhi.ko...
0x911620d9	device_get_match_data	nvmem_qfprom.ko,pinctrl-spmi-gpio.ko,soc_sleep_stats.ko...
0x338ca7fa	device_init_wakeup	cnss2.ko,dwc3-msm.ko,eud.ko...
0xfcf513bb	device_initialize	cfg80211.ko,glink_pkt.ko,mem_buf_dev.ko...
0x092babff	device_link_add	arm_smmu.ko,msm_kgsl.ko
0x79da462d	device_match_fwnode	arm_smmu.ko,coresight.ko
0x6e31c083	device_match_name	stm_core.ko
0x70bcd326	device_property_present	usb_bam.ko
0x73fee19d	device_property_read_string	coresight-tmc.ko
0x4387b220	device_property_read_u16_array	pinctrl-msm.ko
0x3e7bc22f	device_property_read_u32_array	coresight-cti.ko
0xbd9d04d2	device_register	coresight.ko,frpc-adsprpc.ko,gpr_dlkm.ko...
0x164eb7f6	device_remove_file	memory_dump_v2.ko,msm_kgsl.ko,qca_cld3_adrastea.ko...
0x1bcd693c	device_rename	cfg80211.ko
0xe0805cf5	device_show_int	msm_kgsl.ko
0x3d8fff49	device_store_int	msm_kgsl.ko
0x4c863dd4	device_unregister	coresight.ko,frpc-adsprpc.ko,gpr_dlkm.ko...
0x90f67874	device_wakeup_disable	dwc3-msm.ko
0xa4c9b678	devm_add_action	clk-qcom.ko
0xb9e656a3	devm_blk_ksm_init	cqhci.ko,ufshcd-crypto-qti.ko
0x98b6363b	devm_clk_bulk_get	msm_drm.ko,qcom_q6v5_adsp.ko
0xba3f0ae2	devm_clk_bulk_get_all	icc-rpmh.ko,msm_kgsl.ko
0x36d574de	devm_clk_get	arm_smmu.ko,bam_dma.ko,btpower.ko...
0x18c817ed	devm_clk_get_optional	phy-msm-snps-hs.ko
0x2b70a8f9	devm_clk_hw_register	clk-qcom.ko,clk-rpmh.ko,clk-spmi-pmic-div.ko
0x62aa2ae0	devm_clk_put	camera.ko,cnss2.ko,msm_drm.ko
0xfba8befb	devm_clk_register	clk-dummy.ko,clk-qcom.ko,debugcc-parrot.ko...
0x183139b4	devm_clk_register_debug_mux	debugcc-parrot.ko,debugcc-ravelin.ko
0x71021beb	devm_device_add_group	cnss2.ko,icnss2.ko
0x1170bcca	devm_device_add_groups	fpc16xx.ko
0xf2e7791e	devm_device_remove_group	cnss2.ko,icnss2.ko
0x4ad3bb1e	devm_extcon_dev_allocate	eud.ko,mbhc_dlkm.ko,msm_ext_display.ko...
0x73940530	devm_extcon_dev_register	eud.ko,mbhc_dlkm.ko,msm_ext_display.ko...
0x6ddce08c	devm_extcon_dev_unregister	msm_ext_display.ko
0x2269b80c	devm_free_irq	arm_smmu.ko,aw882xx_dlkm.ko,bam_dma.ko...
0x5abd3951	devm_gpio_free	aw882xx_dlkm.ko
0x613844ff	devm_gpio_request_one	aw882xx_dlkm.ko,fs19xx_dlkm.ko,goodix_core.ko
0x00d96311	devm_gpiod_get_optional	phy-generic.ko,ufs_qcom.ko
0x5fee0220	devm_hwspin_lock_register	qcom_hwspinlock.ko
0x4c58767b	devm_iio_channel_get	dwc3-msm.ko,icnss2.ko,qcom-spmi-temp-alarm.ko
0xcf93e481	devm_iio_device_alloc	qcom-spmi-adc5.ko
0x3871fd85	devm_input_allocate_device	pm8941-pwrkey.ko,qcom-hv-haptics.ko,qpnp-power-on.ko
0x1dc7fa5f	devm_ioremap	arm_smmu.ko,bam_dma.ko,bwmon.ko...
0x33d29b07	devm_ioremap_resource	arm_smmu.ko,bam_dma.ko,clk-qcom.ko...
0x7ac06062	devm_ioremap_wc	qcom_q6v5_adsp.ko,qcom_q6v5_pas.ko,smem.ko
0xde2e4fad	devm_iounmap	gsim.ko,msm_drm.ko,msm_video.ko...
0x08ae120c	devm_kasprintf	coresight-cti.ko,coresight.ko,glink_pkt.ko...
0x0d604c3f	devm_kfree	adsp_loader_dlkm.ko,arm_smmu.ko,aw882xx_dlkm.ko...
0x08e2fd0c	devm_kmalloc	adsp_loader_dlkm.ko,altmode-glink.ko,arm_smmu.ko...
0x68c058f2	devm_kmemdup	msm_kgsl.ko
0x7c6e27f3	devm_krealloc	arm_smmu.ko
0xbcf94680	devm_kstrdup	coresight-cti.ko,coresight.ko,msm-cvp.ko...
0x78e191fd	devm_led_classdev_register_ext	leds-qpnp-vibrator-ldo.ko,leds-qti-tri-led.ko
0x2e4b5845	devm_memremap	cmd-db.ko
0x6a1bbc61	devm_nvmem_cell_get	qcom-hv-haptics.ko
0xcde59441	devm_nvmem_device_get	leds-qti-tri-led.ko,pmic-pon-log.ko,pwm-qti-lpg.ko...
0x0a35079c	devm_nvmem_register	nvmem_qcom-spmi-sdam.ko,nvmem_qfprom.ko
0x28f53e62	devm_of_clk_add_hw_provider	clk-qcom.ko,clk-rpmh.ko,clk-spmi-pmic-div.ko
0x02dbfdcc	devm_of_icc_get	arm_smmu.ko
0x87ce1e2e	devm_of_platform_populate	qcom-pon.ko,qcom-spmi-pmic.ko,qcom_rpmh.ko
0x8d795e56	devm_of_pwm_get	leds-qti-tri-led.ko,msm_drm.ko
0x6ede5728	devm_pci_alloc_host_bridge	pci-msm-drv.ko
0xd46b0d51	devm_phy_create	phy-qcom-ufs.ko
0xfc27fe52	devm_phy_get	ufs_qcom.ko
0xaa48f219	devm_pinctrl_get	camera.ko,cnss2.ko,coresight-cti.ko...
0x86f16c20	devm_pinctrl_put	camera.ko,coresight-cti.ko,focaltech_fts.ko...
0x22ff74c1	devm_pinctrl_register	pinctrl-msm.ko,pinctrl-spmi-gpio.ko,pinctrl-spmi-mpp.ko...
0x58c8c88b	devm_platform_get_and_ioremap_resource	arm_smmu.ko
0xbbd62b47	devm_platform_ioremap_resource	qcom_hwspinlock.ko,qcom_q6v5_adsp.ko,sdhci-msm.ko
0x6f34f37a	devm_power_supply_register	qti_battery_charger_main.ko
0xe4a96fe9	devm_pwm_put	msm_drm.ko
0x7b0f7589	devm_rc_allocate_device	ir-spi.ko
0xebf37fd4	devm_rc_register_device	ir-spi.ko
0xd99d2acd	devm_reboot_mode_register	qcom-pon.ko
0x7dfa85e2	devm_regmap_add_irq_chip	wcd_core_dlkm.ko
0x1cb2c300	devm_regmap_del_irq_chip	wcd_core_dlkm.ko
0xea4209ca	devm_regmap_field_alloc	qcom_hwspinlock.ko,qcom_tsens.ko
0x2333664d	devm_regulator_bulk_get	arm_smmu.ko,wcd_core_dlkm.ko
0x70f2ab09	devm_regulator_get	camera.ko,clk-qcom.ko,coresight-hwevent.ko...
0x6fe46aff	devm_regulator_get_optional	cnss2.ko,dwc3-msm.ko,icnss2.ko...
0x7a5af092	devm_regulator_proxy_consumer_register	gdsc-regulator.ko,qti-fixed-regulator.ko,rpmh-regulator.ko
0x20a662ef	devm_regulator_put	cnss2.ko,goodix_fod.ko,msm_drm.ko
0xa68c97e9	devm_regulator_register	gdsc-regulator.ko,phy-msm-snps-hs.ko,qcom-hv-haptics.ko...
0x13accf93	devm_regulator_register_notifier	msm_kgsl.ko,qcom_pm8008-regulator.ko
0x0ad16f82	devm_request_any_context_irq	rtc-pm8xxx.ko
0xfa8a5bb0	devm_request_threaded_irq	arm_smmu.ko,aw882xx_dlkm.ko,bam_dma.ko...
0x952c99e9	devm_reset_controller_register	clk-dummy.ko,clk-qcom.ko,qcom-scm.ko...
0x2bedc5ef	devm_rtc_allocate_device	rtc-pm8xxx.ko
0x8bf076c5	devm_snd_soc_register_card	machine_dlkm.ko
0xe83fa33e	devm_thermal_of_cooling_device_register	lpass_cdc_wsa2_macro_dlkm.ko,lpass_cdc_wsa_macro_dlkm.ko,qcom_aoss.ko...
0xffee951c	devm_thermal_zone_of_sensor_register	policy_engine.ko,qcom-spmi-temp-alarm.ko,qcom_tsens.ko...
0x5519bee0	devm_usb_get_phy_by_node	dwc3-msm.ko
0x4a0be389	devm_usb_get_phy_by_phandle	msm_drm.ko
0x215b8cfc	devres_add	proxy-consumer.ko,qcom_esoc.ko,reboot-mode.ko
0x54915ecc	devres_alloc_node	proxy-consumer.ko,qcom_esoc.ko,reboot-mode.ko
0xe93e49c3	devres_free	proxy-consumer.ko,reboot-mode.ko
0xf06d8a99	devres_release	proxy-consumer.ko,qcom_esoc.ko,reboot-mode.ko
0x50d84231	digital_cdc_rsc_mgr_hw_vote_disable	lpass_cdc_dlkm.ko,machine_dlkm.ko,pinctrl_lpi_dlkm.ko...
0x910302ce	digital_cdc_rsc_mgr_hw_vote_enable	lpass_cdc_dlkm.ko,machine_dlkm.ko,pinctrl_lpi_dlkm.ko...
0x05850611	digital_cdc_rsc_mgr_hw_vote_reset	pinctrl_lpi_dlkm.ko
0x3ce4ca6f	disable_irq	aw882xx_dlkm.ko,camera.ko,cnss2.ko...
0x27bbf221	disable_irq_nosync	bcl_pmic5.ko,dwc3-msm.ko,focaltech_3683g.ko...
0xf21e1f9b	disable_percpu_irq	qcom_wdt_core.ko
0x64733cf7	disk_end_io_acct	zram.ko
0xbff2915e	disk_start_io_acct	zram.ko
0x5e798ffb	divider_get_val	clk-qcom.ko
0x8486edbe	divider_recalc_rate	clk-qcom.ko
0xeb1fb02e	divider_ro_round_rate_parent	clk-qcom.ko
0x0e755f4a	divider_round_rate_parent	clk-qcom.ko
0xff8e54c1	dma_alloc_attrs	bam_dma.ko,cnss2.ko,dwc3-msm.ko...
0x65d928a8	dma_alloc_noncoherent	coresight-tmc.ko
0x4acb01d4	dma_async_device_register	bam_dma.ko,gpi.ko
0x18b32d32	dma_async_device_unregister	bam_dma.ko,gpi.ko
0x0090f270	dma_async_tx_descriptor_init	bam_dma.ko,gpi.ko
0x23ce83ac	dma_buf_attach	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0x71f605a9	dma_buf_begin_cpu_access	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0x96ab14ac	dma_buf_begin_cpu_access_partial	frpc-adsprpc.ko,msm-cvp.ko,msm-eva.ko...
0x78ec79c1	dma_buf_detach	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0xd1764430	dma_buf_end_cpu_access	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0x8d3aa059	dma_buf_end_cpu_access_partial	frpc-adsprpc.ko,msm-cvp.ko,msm-eva.ko...
0xfb1bfabb	dma_buf_export	mem_buf_dev.ko,msm_drm.ko
0xde32d214	dma_buf_fd	camera.ko,mem_buf.ko,smcinvoke_mod.ko
0x6a6d5fb3	dma_buf_get	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0x02af4960	dma_buf_get_flags	camera.ko,msm_drm.ko
0x20d2f8c3	dma_buf_map_attachment	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0x98c2b0fc	dma_buf_put	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0x0e1506dd	dma_buf_unmap_attachment	audpkt_ion_dlkm.ko,camera.ko,frpc-adsprpc.ko...
0xb6a444cd	dma_buf_vmap	audpkt_ion_dlkm.ko,camera.ko,msm-cvp.ko...
0x90a8a2dc	dma_buf_vunmap	audpkt_ion_dlkm.ko,camera.ko,msm-cvp.ko...
0x4fd950ed	dma_contiguous_default_area	minidump.ko
0x8e21c9a1	dma_fence_add_callback	msm_kgsl.ko,synx-driver.ko
0x03e713a5	dma_fence_array_create	msm_kgsl.ko,qcom_sync_file.ko,synx-driver.ko
0xe03a689d	dma_fence_array_ops	msm_kgsl.ko,synx-driver.ko
0x14605535	dma_fence_context_alloc	msm_drm.ko,msm_kgsl.ko,msm_video.ko...
0x350ea558	dma_fence_default_wait	msm_drm.ko,msm_kgsl.ko,synx-driver.ko
0x8d9ca0e6	dma_fence_enable_sw_signaling	qcom_sync_file.ko,synx-driver.ko
0xdd8166a1	dma_fence_free	msm_kgsl.ko
0x2e0b1deb	dma_fence_get_status	msm_drm.ko,qcom_sync_file.ko,synx-driver.ko
0x16dee44d	dma_fence_init	msm_drm.ko,msm_kgsl.ko,msm_video.ko...
0xe123f3d9	dma_fence_release	minidump.ko,msm_drm.ko,msm_kgsl.ko...
0x3b20fb95	dma_fence_remove_callback	msm_kgsl.ko,synx-driver.ko
0x731c4a9c	dma_fence_signal	minidump.ko,msm_drm.ko,msm_kgsl.ko...
0x3d02cd70	dma_fence_signal_locked	msm_drm.ko,msm_kgsl.ko,synx-driver.ko
0x8455e3a7	dma_fence_signal_timestamp_locked	msm_drm.ko
0x98c039dc	dma_fence_wait_timeout	msm_drm.ko,msm_kgsl.ko,synx-driver.ko
0x9cb025a4	dma_free_attrs	bam_dma.ko,cnss2.ko,dwc3-msm.ko...
0xf67e7543	dma_free_noncoherent	coresight-tmc.ko
0x1e0d911f	dma_get_sgtable_attrs	cnss2.ko,dwc3-msm.ko,memory_dump_v2.ko...
0x4f2c12b9	dma_get_slave_channel	bam_dma.ko,gpi.ko
0xeb4f0f24	dma_heap_add	qcom_dma_heaps.ko
0x76af8aef	dma_heap_buffer_alloc	camera.ko,mem_buf.ko,msm-cvp.ko...
0x0711d5c6	dma_heap_buffer_free	msm-cvp.ko,msm-eva.ko,msm_video.ko
0xeff75c0b	dma_heap_find	camera.ko,mem_buf.ko,msm-cvp.ko...
0x7b7a1346	dma_heap_get_dev	qcom_dma_heaps.ko
0xf39b6569	dma_heap_get_drvdata	qcom_dma_heaps.ko
0xed3a3cb3	dma_heap_get_name	qcom_dma_heaps.ko
0x020f420a	dma_map_page_attrs	coresight-tmc.ko,dwc3-msm.ko,ipam.ko...
0x6be11a94	dma_map_resource	coresight-tmc.ko,dwc3-msm.ko,icnss2.ko...
0x90b51f72	dma_map_sg_attrs	cqhci.ko,mem_buf_dev.ko,msm_dma_iommu_mapping.ko...
0x29933d95	dma_mmap_attrs	ipam.ko
0x797a0ce8	dma_release_channel	i2c-msm-geni.ko,slim-qcom-ngd-ctrl.ko,spi-msm-geni.ko
0xc077b600	dma_request_chan	i2c-msm-geni.ko,slim-qcom-ngd-ctrl.ko,spi-msm-geni.ko
0xa07cba3a	dma_resv_fini	msm_drm.ko
0xd48625a8	dma_resv_init	msm_drm.ko
0x47f0d9e4	dma_resv_wait_timeout_rcu	msm_drm.ko
0xbdc9a589	dma_set_coherent_mask	arm_smmu.ko,bam_dma.ko,cnss2.ko...
0x77561cbf	dma_set_mask	arm_smmu.ko,bam_dma.ko,cnss2.ko...
0xa5aafd87	dma_sync_sg_for_cpu	msm_dma_iommu_mapping.ko,qcom_dma_heaps.ko
0x0b175f0a	dma_sync_sg_for_device	msm_dma_iommu_mapping.ko,msm_drm.ko,msm_kgsl.ko...
0x2441982e	dma_sync_single_for_cpu	coresight-tmc.ko,ipam.ko,mhi_dev_netdev.ko...
0x25386806	dma_sync_single_for_device	coresight-tmc.ko,ipam.ko,mhi_dev_netdev.ko...
0xc30b6f92	dma_unmap_page_attrs	coresight-tmc.ko,dwc3-msm.ko,ipam.ko...
0x2d7c2250	dma_unmap_resource	pci-msm-drv.ko,usb_bam.ko,usb_f_qdss.ko
0x335a4cc9	dma_unmap_sg_attrs	cqhci.ko,mem_buf_dev.ko,msm_dma_iommu_mapping.ko...
0xabfad8bd	dmam_alloc_attrs	cqhci.ko,gpi.ko,i2c-msm-geni.ko...
0xc952f2fb	dmam_free_coherent	cqhci.ko
0x4c2b1d40	dms_get_mac_address_req_msg_v01_ei	cnss2.ko,icnss2.ko
0x40bcd2b8	dms_get_mac_address_resp_msg_v01_ei	cnss2.ko,icnss2.ko
0x952664c5	do_exit	camera.ko,cdsprm.ko,msm-cvp.ko...
0x5b2f27fb	do_wait_intr	msm_drm.ko
0x6626afca	down	camera.ko
0x3355da1c	down_read	camera.ko,cnss2.ko,frpc-adsprpc.ko...
0x88f5cdef	down_read_trylock	wil6210.ko
0x28ed2847	down_write	camera.ko,cnss2.ko,pmic_glink.ko...
0xd0e551cc	down_write_trylock	wil6210.ko
0xa38602cd	drain_workqueue	rmnet_core.ko,rmnet_shs.ko,usb_f_gsi.ko
0xe9be3e81	driver_find_device	arm_smmu.ko
0x83dd6564	driver_register	frpc-adsprpc.ko,gpr_dlkm.ko,mhi.ko...
0xc6a256d1	driver_unregister	camera.ko,focaltech_3683g.ko,focaltech_fts.ko...
0xf2f17598	drm_add_edid_modes	msm_drm.ko
0x60472d90	drm_add_modes_noedid	msm_drm.ko
0xe352ab99	drm_atomic_commit	msm_drm.ko
0x96ac3680	drm_atomic_get_connector_state	msm_drm.ko
0xcfcf6395	drm_atomic_get_crtc_state	msm_drm.ko
0x7beddf1f	drm_atomic_get_plane_state	msm_drm.ko
0x180cd282	drm_atomic_get_private_obj_state	msm_drm.ko
0x692f8b9c	drm_atomic_helper_check	msm_drm.ko
0x5baed964	drm_atomic_helper_cleanup_planes	msm_drm.ko
0xa54827b1	drm_atomic_helper_commit_duplicated_state	msm_drm.ko
0x150b24b9	drm_atomic_helper_commit_hw_done	msm_drm.ko
0xbcb246a9	drm_atomic_helper_commit_modeset_disables	msm_drm.ko
0x99873a98	drm_atomic_helper_commit_modeset_enables	msm_drm.ko
0x80626a05	drm_atomic_helper_commit_planes	msm_drm.ko
0x84565b26	drm_atomic_helper_dirtyfb	msm_drm.ko
0x842db160	drm_atomic_helper_disable_plane	msm_drm.ko
0x9d88e32e	drm_atomic_helper_duplicate_state	msm_drm.ko
0x19df1c45	drm_atomic_helper_page_flip	msm_drm.ko
0x35b78d1f	drm_atomic_helper_prepare_planes	msm_drm.ko
0x14a8f2b5	drm_atomic_helper_set_config	msm_drm.ko
0x1a04eebf	drm_atomic_helper_shutdown	msm_drm.ko
0xfbbc839e	drm_atomic_helper_swap_state	msm_drm.ko
0x1337c1b7	drm_atomic_helper_update_legacy_modeset_state	msm_drm.ko
0x217ead70	drm_atomic_helper_update_plane	msm_drm.ko
0xdcade563	drm_atomic_helper_wait_for_fences	msm_drm.ko
0xce77bcb3	drm_atomic_helper_wait_for_vblanks	msm_drm.ko
0x1b3decd2	drm_atomic_private_obj_init	msm_drm.ko
0xa6714677	drm_atomic_set_crtc_for_connector	msm_drm.ko
0xadd13157	drm_atomic_set_crtc_for_plane	msm_drm.ko
0x96cc10d3	drm_atomic_set_fb_for_plane	msm_drm.ko
0xa7509211	drm_atomic_set_fence_for_plane	msm_drm.ko
0xaa5c5d28	drm_atomic_set_mode_for_crtc	msm_drm.ko
0xa93dcc98	drm_atomic_state_alloc	msm_drm.ko
0xe755bda1	drm_atomic_state_clear	msm_drm.ko
0xa4c6be0f	drm_atomic_state_default_clear	msm_drm.ko
0xacc27630	drm_atomic_state_default_release	msm_drm.ko
0x19f68ff1	drm_atomic_state_init	msm_drm.ko
0x9930b203	drm_bridge_attach	msm_drm.ko
0x6b30653f	drm_bridge_chain_disable	msm_drm.ko
0x361a1cef	drm_bridge_chain_enable	msm_drm.ko
0xe51e6c8c	drm_bridge_chain_mode_set	msm_drm.ko
0x63473c78	drm_bridge_chain_post_disable	msm_drm.ko
0xdde181c0	drm_bridge_chain_pre_enable	msm_drm.ko
0x51e18b59	drm_client_init	msm_drm.ko
0x8238c7a8	drm_client_modeset_commit_locked	msm_drm.ko
0x472661d4	drm_client_register	msm_drm.ko
0x2f97225f	drm_compat_ioctl	msm_drm.ko
0x2f4eb48a	drm_connector_attach_encoder	msm_drm.ko
0x01d77ae2	drm_connector_cleanup	msm_drm.ko
0xdd5aff39	drm_connector_init	msm_drm.ko
0xe055337e	drm_connector_list_iter_begin	msm_drm.ko
0xedcf1b6c	drm_connector_list_iter_end	msm_drm.ko
0x359ddb29	drm_connector_list_iter_next	msm_drm.ko
0xf4cf6847	drm_connector_unregister	msm_drm.ko
0x55c752c7	drm_connector_update_edid_property	msm_drm.ko
0x86764259	drm_crtc_cleanup	msm_drm.ko
0x1db89fbb	drm_crtc_handle_vblank	msm_drm.ko
0x5386309e	drm_crtc_init_with_planes	msm_drm.ko
0x9713e164	drm_crtc_send_vblank_event	msm_drm.ko
0xa72ccd01	drm_crtc_set_max_vblank_count	msm_drm.ko
0x5960448b	drm_crtc_vblank_off	msm_drm.ko
0xed570c2a	drm_crtc_vblank_on	msm_drm.ko
0x3eed91a7	drm_crtc_vblank_reset	msm_drm.ko
0x606bb8be	drm_crtc_wait_one_vblank	msm_drm.ko
0xa8ad5d01	drm_detect_hdmi_monitor	msm_drm.ko
0x66551bc7	drm_detect_monitor_audio	msm_drm.ko
0xd7f7f9cb	drm_dev_alloc	msm_drm.ko
0x96114069	drm_dev_dbg	msm_drm.ko
0xf9200ff7	drm_dev_printk	msm_drm.ko
0x02f056a6	drm_dev_put	msm_drm.ko
0xe262632f	drm_dev_register	msm_drm.ko
0xf96ba9c2	drm_dev_unregister	msm_drm.ko
0x81ef104a	drm_dp_atomic_find_vcpi_slots	msm_drm.ko
0x8bc78d40	drm_dp_atomic_release_vcpi_slots	msm_drm.ko
0x10bcb8f7	drm_dp_aux_register	msm_drm.ko
0xa341b6b2	drm_dp_aux_unregister	msm_drm.ko
0x73011db0	drm_dp_bw_code_to_link_rate	msm_drm.ko
0x8ca2d9e4	drm_dp_calc_pbn_mode	msm_drm.ko
0xedcf81ce	drm_dp_channel_eq_ok	msm_drm.ko
0xd3303a73	drm_dp_check_act_status	msm_drm.ko
0x8d701329	drm_dp_clock_recovery_ok	msm_drm.ko
0x8494d76d	drm_dp_dpcd_read	msm_drm.ko
0xf7360eeb	drm_dp_dpcd_read_link_status	msm_drm.ko
0xf2cc5463	drm_dp_dpcd_write	msm_drm.ko
0xcebab650	drm_dp_find_vcpi_slots	msm_drm.ko
0x582f248e	drm_dp_get_adjust_request_pre_emphasis	msm_drm.ko
0xc5c99a79	drm_dp_get_adjust_request_voltage	msm_drm.ko
0x26815dbc	drm_dp_link_rate_to_bw_code	msm_drm.ko
0x48b62a57	drm_dp_link_train_channel_eq_delay	msm_drm.ko
0xa6ff9496	drm_dp_link_train_clock_recovery_delay	msm_drm.ko
0x7db49d57	drm_dp_mst_allocate_vcpi	msm_drm.ko
0xa82bcd24	drm_dp_mst_deallocate_vcpi	msm_drm.ko
0x86529178	drm_dp_mst_detect_port	msm_drm.ko
0x3ea77bc6	drm_dp_mst_get_edid	msm_drm.ko
0xdc1d79e3	drm_dp_mst_get_port_malloc	msm_drm.ko
0x2276ce5a	drm_dp_mst_hpd_irq	msm_drm.ko
0x9a17e58a	drm_dp_mst_put_port_malloc	msm_drm.ko
0x146a9390	drm_dp_mst_reset_vcpi_slots	msm_drm.ko
0x6ff7e25b	drm_dp_mst_topology_mgr_destroy	msm_drm.ko
0xd19820ac	drm_dp_mst_topology_mgr_init	msm_drm.ko
0x82734823	drm_dp_mst_topology_mgr_set_mst	msm_drm.ko
0xe5db64c9	drm_dp_send_power_updown_phy	msm_drm.ko
0xa672742a	drm_dp_update_payload_part1	msm_drm.ko
0x743dd0a5	drm_dp_update_payload_part2	msm_drm.ko
0x47f985aa	drm_edid_duplicate	msm_drm.ko
0xc7afb20d	drm_encoder_cleanup	msm_drm.ko
0xea34be1a	drm_encoder_init	msm_drm.ko
0xcf139136	drm_event_reserve_init_locked	msm_drm.ko
0xf826786c	drm_format_info	msm_drm.ko
0xb9dd612e	drm_framebuffer_init	msm_drm.ko
0x49010238	drm_framebuffer_lookup	msm_drm.ko
0x37d5d86b	drm_framebuffer_remove	msm_drm.ko
0xfbfcbe52	drm_framebuffer_unregister_private	msm_drm.ko
0xec607e9a	drm_gem_create_mmap_offset	msm_drm.ko
0xef23a4dc	drm_gem_fb_create_handle	msm_drm.ko
0xb0c2f258	drm_gem_fb_destroy	msm_drm.ko
0xe0d57ca0	drm_gem_fb_get_obj	msm_drm.ko
0x27cff30e	drm_gem_free_mmap_offset	msm_drm.ko
0x6593ebc4	drm_gem_get_pages	msm_drm.ko
0x8a94de1d	drm_gem_handle_create	msm_drm.ko
0xe980d2dd	drm_gem_mmap	msm_drm.ko
0x78159296	drm_gem_mmap_obj	msm_drm.ko
0xd680a377	drm_gem_object_free	msm_drm.ko
0xe172fd78	drm_gem_object_init	msm_drm.ko
0xd93e0ec9	drm_gem_object_lookup	msm_drm.ko
0x38468f02	drm_gem_object_put_locked	msm_drm.ko
0xbff5d082	drm_gem_object_release	msm_drm.ko
0x6b0723bf	drm_gem_prime_export	msm_drm.ko
0xa898adb5	drm_gem_prime_fd_to_handle	msm_drm.ko
0xe509f9ec	drm_gem_prime_handle_to_fd	msm_drm.ko
0xbcec362c	drm_gem_private_object_init	msm_drm.ko
0xa47ae2ac	drm_gem_put_pages	msm_drm.ko
0xa889b343	drm_gem_vm_close	msm_drm.ko
0xe776a25c	drm_gem_vm_open	msm_drm.ko
0x0fd60df2	drm_get_connector_status_name	msm_drm.ko
0xf406e46a	drm_get_connector_type_name	msm_drm.ko
0x21ce08ef	drm_get_edid	msm_drm.ko
0x400fbf4b	drm_get_format_info	msm_drm.ko
